codigo_ocorrencia2;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_nivel_dano;aeronave_fatalidades_total;matricula;assentos
51456;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;LEVE;0;PTMZX;184
51457;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;NENHUM;0;PPPTV;52
51458;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;NENHUM;0;PRGGF;197
51459;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;NENHUM;0;PPPJL;106
51460;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;SUBSTANCIAL;0;CSTON;0
51461;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;NENHUM;0;PRBZE;10
51462;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;LEVE;0;PRABV;7
51463;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PTVQV;7
51464;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;NENHUM;0;PRPDC;75
51465;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PPPTU;73
51471;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;PTRMX;6
51472;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;PRKLG;2
51473;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PTWGF;10
51474;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;LEVE;0;PRDVD;4
51475;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;PTOQT;11
51477;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;PTRCY;7
51478;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;PREJV;2
51479;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;PTVHV;4
51480;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PRTKE;52
51481;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;NENHUM;0;PRONL;172
51482;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRÁFEGO;NENHUM;0;PPGCW;2
51517;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;SUBSTANCIAL;0;PTUIQ;1
51531;CAMPO DE MARTE;CAMPO DE MARTE;MANOBRA;SUBSTANCIAL;0;PTIZV;2
51532;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;DESTRUÍDA;0;PTLAO;4
51533;ARARAS;ESTADUAL ARTHUR SIQUEIRA;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PTEZW;7
51534;SANTA GENOVEVA/GOIÂNIA;FAZENDA EUROPA;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PPPIM;0
51535;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;SUBSTANCIAL;0;PUFFE;2
51536;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;LEVE;0;PRMRN;9
51537;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PTJJY;6
51538;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;NENHUM;0;PRRUS;30
51539;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PRGUG;187
51540;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;LEVE;0;PPEID;6
51541;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;LEVE;0;PTZVR;2
51542;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;NENHUM;0;PTLQS;8
51543;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;LEVE;0;PRMBZ;184
51544;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;LEVE;0;PPFLD;2
51545;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PPPTQ;73
51546;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PRTKD;50
51547;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;NENHUM;0;PTLFO;8
51548;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;NENHUM;0;PTDBM;4
51549;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;NENHUM;0;PRATU;75
51550;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PPPTZ;73
51551;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PTNUM;4
51552;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PPPTX;73
51553;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;LEVE;0;PPPTY;73
51554;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;LEVE;0;PPRAA;11
51555;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;NENHUM;0;PRIOC;5
51556;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PPPTX;73
51557;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;NENHUM;0;PRAYU;125
51558;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PRPDJ;73
51559;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;LEVE;0;PROAM;107
51567;IVAÍ AEROAGRÍCOLA;JOSÉ MARTINS DA SILVA;POUSO;SUBSTANCIAL;0;PRTBE;1
51568;ATLAS BRASIL CANTANHEDE;FLORES;CORRIDA APÓS POUSO;LEVE;0;PTRUB;6
51569;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PPZDG;4
51570;VAL DE CANS / JÚLIO CEZAR RIBEIRO;AEROPORTO HUMBERTO DELGADO;TÁXI;LEVE;0;CSTOJ;240
51571;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;PTVJC;6
51591;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;LEVE;0;PTVIY;7
51592;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;NENHUM;0;PRTKA;73
51593;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;NENHUM;0;PRAYN;125
51594;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PRAQF;75
51596;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;SUBSTANCIAL;0;PTESM;7
51597;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;SUBSTANCIAL;0;CXJYN;0
51653;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;SUBSTANCIAL;0;PPFLU;3
51653;CARLOS RUHL;CARLOS RUHL;DECOLAGEM;SUBSTANCIAL;0;PTPJX;1
51654;SÃO PEDRO;IJUÍ;CRUZEIRO;SUBSTANCIAL;0;PTNKG;4
51655;EDUARDO GOMES;FORA DE AERODROMO;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PTWRU;10
51656;PRESIDENTE PRUDENTE;FAZENDA JAGUARETÊ;POUSO;SUBSTANCIAL;0;PTOAI;6
51671;MONTENEGRO;MONTENEGRO;DECOLAGEM;SUBSTANCIAL;0;PPFAZ;2
51672;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;SUBSTANCIAL;0;PRZMZ;0
51673;ERECHIM;FAZENDA DA PAZ;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PPDUR;0
51674;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PRROD;6
51675;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;NENHUM;0;PTUUU;2
51676;PINTO MARTINS;URUBA;CRUZEIRO;NENHUM;0;PPDSZ;4
51691;FORA DE AERODROMO;FORA DE AERODROMO;PARTIDA DO MOTOR;NENHUM;0;PRFLD;0
51692;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;LEVE;0;PTRFY;7
51693;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;LEVE;0;PTEUK;7
51694;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;LEVE;0;PTRUO;7
51695;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;SUBSTANCIAL;0;PTMJC;8
51711;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;NENHUM;0;PRATR;75
51712;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;LEVE;0;PREJQ;2
51713;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;NENHUM;0;PTEFX;7
51716;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;SUBSTANCIAL;0;PTDVF;6
51719;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;NENHUM;0;PRPDK;73
51720;FORA DE AERODROMO;FORA DE AERODROMO;CHEQUE DE MOTOR OU ROTOR;SUBSTANCIAL;0;PTZLT;0
51731;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;SUBSTANCIAL;0;PURIK;2
51732;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;LEVE;0;PTRTV;7
51733;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;PTBKU;2
51734;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;NENHUM;0;PRPDK;73
51735;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;LEVE;0;PTRMI;8
51740;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;NENHUM;0;PRPDJ;73
51741;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;NENHUM;0;PRAXI;125
51751;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;SUBSTANCIAL;0;PRHSC;7
51752;BEBEDOURO;BEBEDOURO;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PPGCL;2
51753;BARRA DO BUGRES;BARRA DO BUGRES;DECOLAGEM;SUBSTANCIAL;0;PTBVC;4
51754;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;SUBSTANCIAL;0;PUWMW;2
51755;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PTGOB;1
51756;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;NENHUM;0;PUUMG;1
51757;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;LEVE;0;PRBAK;11
51758;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PRATH;75
51759;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PRSKG;4
51760;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PRMPT;4
51761;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;NENHUM;0;PTEBZ;6
51762;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;NENHUM;0;PRAFA;14
51763;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PRPDB;75
51764;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;LEVE;0;PRGUR;193
51765;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;NENHUM;0;PRMPO;50
51766;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRÁFEGO;LEVE;0;PTCHT;6
51768;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;LEVE;0;PRGIV;194
51771;ERECHIM;BELÉM NOVO;CRUZEIRO;NENHUM;0;PUKFV;2
51774;Comandante Rolim Adolfo Amaro;ESTADUAL DARIO GUARITA;POUSO;LEVE;0;PTVRQ;7
51775;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;MANOBRA;NENHUM;0;PPPTD;50
51776;AEROCLUBE DE SANTA CATARINA;AEROCLUBE DE SANTA CATARINA;CRUZEIRO;LEVE;0;PTION;4
51777;BEBEDOURO;BEBEDOURO;CORRIDA APÓS POUSO;LEVE;0;PTUNZ;1
51778;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PRCHI;14
51780;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;SUBSTANCIAL;0;PRNCO;6
51781;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;LEVE;0;PRCVC;10
51781;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;LEVE;0;PTRHE;4
51783;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;LEVE;0;PPLNL;8
51784;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;NENHUM;0;PRLCH;14
51785;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;LEVE;0;PRFRB;15
51786;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;NENHUM;0;PTHZB;11
51787;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;LEVE;0;PRLSM;6
51789;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PRSCJ;6
51792;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;LEVE;0;PRAZZ;73
51793;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;LEVE;0;PRTTE;52
51794;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;NENHUM;0;N76062;0
51795;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;LEVE;0;PTJDF;4
51796;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;NENHUM;0;PRPLL;21
51797;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PTEFY;8
51798;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;NENHUM;0;PTRQK;6
51801;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PTNVL;4
51806;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;NENHUM;0;PTKOL;2
51807;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;LEVE;0;PPWJB;14
51807;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;LEVE;0;PROAN;34
51808;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;LEVE;0;PTMVU;240
51809;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;NENHUM;0;PRDCA;2
51815;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;LEVE;0;PRMBL;184
51816;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;NENHUM;0;N9285R;0
51818;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;LEVE;0;PRMYM;154
51819;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;NENHUM;0;PTUEQ;1
51820;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;SUBSTANCIAL;0;PTPIW;1
51823;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;LEVE;0;PTTMD;154
51824;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PPOSP;11
51825;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PPGGG;2
51828;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;SUBSTANCIAL;0;PTZMY;3
51830;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PTNSF;4
51831;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;NENHUM;0;PRMEM;12
51834;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PPHRE;2
51835;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;LEVE;0;PTMVN;240
51836;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PPDLF;2
51851;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PPHGB;2
51853;FORA DE AERODROMO;FORA DE AERODROMO;PAIRADO;LEVE;0;PRPPT;8
51854;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;LEVE;0;PPWRS;7
51855;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PTUDY;1
51856;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PTJPY;6
51857;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;NENHUM;0;PTDJF;2
51858;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PTPOI;1
51860;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;NENHUM;0;PRCHL;14
51861;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;LEVE;0;PTVTG;6
51863;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;LEVE;0;PTODH;8
51864;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PRAYY;125
51864;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRÁFEGO;NENHUM;0;PTVLA;6
51867;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;NENHUM;0;DABVE;0
51868;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;PRWMM;4
51869;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;NENHUM;0;9VSWS;384
51870;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;NENHUM;0;CCCZT;230
51872;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;LEVE;0;PRMHI;184
51873;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;LEVE;0;PPCGR;8
51874;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;PRLLJ;4
51877;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;NENHUM;0;PTHUJ;15
51878;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;LEVE;0;PTMZV;184
51880;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;LEVE;0;FGSPV;293
51881;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;LEVE;0;PRPAB;11
51882;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;LEVE;0;PTMVU;240
51883;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;NENHUM;0;PRAGE;6
51883;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;LEVE;0;PRAVA;6
51884;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;NENHUM;0;PRSGO;2
51885;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;LEVE;0;PTEVE;6
51886;FORA DE AERODROMO;FORA DE AERODROMO;VOO A BAIXA ALTURA;LEVE;0;PPEOD;6
51887;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;NENHUM;0;PPMLR;8
51888;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;NENHUM;0;PRMOG;10
51991;ESTÂNCIA HÉRCULES;BACACHERI;DECOLAGEM;SUBSTANCIAL;0;PTTAW;20
52051;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;DCHGN;0
52053;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;NENHUM;0;PRLDH;14
52054;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;LEVE;0;PREEE;4
52055;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PRPSQ;55
52056;FORA DE AERODROMO;FORA DE AERODROMO;ARREMETIDA NO SOLO;NENHUM;0;PREMJ;2
52057;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;NENHUM;0;PRNZF;4
52058;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PPHSX;3
52059;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;NENHUM;0;PRJAI;6
52060;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;LEVE;0;PTXCA;1
52061;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;PRHRS;21
52062;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;NENHUM;0;PTLHR;9
52063;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PRBGM;21
52064;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;PTRUO;7
52065;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;PRNET;4
52066;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;NENHUM;0;PTJCA;4
52067;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;NENHUM;0;PTMEP;4
52068;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;PREZJ;4
52069;FORA DE AERODROMO;FORA DE AERODROMO;PAIRADO;NENHUM;0;PROMJ;17
52070;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;NENHUM;0;PTEZJ;7
52071;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;NENHUM;0;PRLDA;14
52072;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PRRHG;9
52073;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PTTOY;7
52231;FAZENDA JUSSARA;SANTA GENOVEVA/GOIÂNIA;POUSO;SUBSTANCIAL;0;PTRSN;6
52240;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;SUBSTANCIAL;0;PTDFZ;2
52241;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;SUBSTANCIAL;0;PRZRB;4
52242;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PRCDL;6
52243;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;LEVE;0;PRBGF;5
52244;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PRZRB;4
52245;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PTWRS;6
52246;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;N70FL;0
52247;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PRRMY;2
52248;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;LEVE;0;PTVGT;6
52262;BALSAS;SENADOR PETRÔNIO PORTELLA;DECOLAGEM;DESTRUÍDA;5;PTWPH;7
52263;PROFESSOR ERIBERTO MANOEL REINO;PROFESSOR ERIBERTO MANOEL REINO;POUSO;SUBSTANCIAL;0;PTKQM;6
52264;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;SUBSTANCIAL;0;PTLZL;4
52265;SANTOS DUMONT;BASE AÉREA DE SANTOS;CIRCUITO DE TRÁFEGO;DESTRUÍDA;7;PRAFA;14
52271;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;SUBSTANCIAL;0;PRNEO;7
52273;FEIJÓ;FEIJÓ;SUBIDA;SUBSTANCIAL;0;PTDQG;4
52274;FRANK MILOYE MILENKOVICH;TENENTE LUND PRESETTO;CRUZEIRO;SUBSTANCIAL;0;PTJRY;6
52275;POUSO DA ÁGUIA;CATRIMANI I;CORRIDA APÓS POUSO;LEVE;0;PTRXS;7
52276;FORA DE AERODROMO;COMANDANTE CARLOS INÁCIO AGNES;DECOLAGEM;DESTRUÍDA;0;PTLVV;5
52277;BACACHERI;14 BIS;DECOLAGEM;DESTRUÍDA;3;PTDLA;4
52278;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;SUBSTANCIAL;0;PTYFD;4
52279;MARECHAL RONDON;COMANDANTE GASTÃO;ARREMETIDA NO AR;DESTRUÍDA;2;PRTOT;4
52280;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRÁFEGO;SUBSTANCIAL;0;PUIHS;2
52281;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PUEDR;2
52282;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;SUBSTANCIAL;0;PUSEH;2
52283;FORA DE AERODROMO;FORA DE AERODROMO;VOO A BAIXA ALTURA;SUBSTANCIAL;0;PUDET;2
52284;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PUWFA;2
52285;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;SUBSTANCIAL;0;PPXLI;1
52286;BACACHERI;FORA DE AERODROMO;DECOLAGEM;SUBSTANCIAL;0;PPGBK;2
52287;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;SUBSTANCIAL;0;PRHRV;21
52288;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;NENHUM;0;PPGYB;2
52288;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PPHGB;2
52289;PIQUET;BOTELHO;POUSO;SUBSTANCIAL;0;PTLYG;6
52290;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PRTAX;6
52291;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;PTRMX;6
52292;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;SUBSTANCIAL;0;PPFLF;3
52293;POUSO DA ÁGUIA;WILIMON;CORRIDA APÓS POUSO;LEVE;0;PRGPG;6
52295;JÚLIO BÉLEM;EDUARDO GOMES;CORRIDA APÓS POUSO;LEVE;0;PRGEB;11
52296;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;NENHUM;0;PRGXA;199
52297;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRÁFEGO;NENHUM;0;PRPFN;54
52298;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;NENHUM;0;PTMZD;154
52300;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;NENHUM;0;PRAYB;125
52301;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;NENHUM;0;PRAXC;125
52302;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;NENHUM;0;PRATH;75
52303;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;NENHUM;0;PTDXE;4
52304;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;LEVE;0;PUHEZ;2
52305;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRÁFEGO;LEVE;0;PTDBM;4
52306;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;NENHUM;0;PRIDE;2
52307;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;NENHUM;0;PRAVU;172
52308;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PREJQ;2
52309;FORA DE AERODROMO;FORA DE AERODROMO;ESPERA;NENHUM;0;PURAK;2
52310;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;NENHUM;0;PTVSS;6
52311;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;LEVE;0;PTVOB;6
52312;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PULLO;2
52313;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;LEVE;0;PRMHM;184
52314;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;NENHUM;0;PTVIY;7
52315;FORA DE AERODROMO;FORA DE AERODROMO;VOO A BAIXA ALTURA;NENHUM;0;PTYRA;6
52316;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;LEVE;0;PTERL;7
