codigo_ocorrencia2;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_nivel_dano;aeronave_fatalidades_total;matricula;assentos
78785;EDUARDO GOMES;MAUÉS;DECOLAGEM;SUBSTANCIAL;0;PTMHC;11
78786;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;DESTRUÍDA;2;PPZOJ;NULL
78787;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;SUBSTANCIAL;0;PTUEK;1
78788;FORA DE AERODROMO;PRAINHA;ARREMETIDA NO AR;SUBSTANCIAL;0;PRZJO;NULL
78789;JOÃO GALDINO;FORA DE AERODROMO;CRUZEIRO;SUBSTANCIAL;0;PUXIK;2
78790;BASE AÉREA DE TAUBATÉ;BASE AÉREA DE TAUBATÉ;POUSO;SUBSTANCIAL;0;PUUMG;1
78792;BAURU/AREALVA (SJTC*);Comandante Rolim Adolfo Amaro;APROXIMAÇÃO FINAL;LEVE;0;PTOGH;11
78793;PARÁ DE MINAS;LAGOA DA PRATA;DECOLAGEM;SUBSTANCIAL;0;PRTHI;2
78795;DEPUTADO LUÍS EDUARDO MAGALHÃES;COSTA DOS COQUEIROS;CORRIDA APÓS POUSO;LEVE;0;PRIPM;11
78796;NOVO ARIPUANÃ;FORA DE AERODROMO;CRUZEIRO;DESTRUÍDA;4;PTYTJ;6
78797;TANCREDO NEVES;DEPUTADO LUÍS EDUARDO MAGALHÃES;SUBIDA;NENHUM;0;PRAUQ;125
78798;PLÁCIDO DE CASTRO;PLÁCIDO DE CASTRO;PARTIDA DO MOTOR;LEVE;0;PRCJD;6
78799;***;CABO FRIO;APROXIMAÇÃO FINAL;NENHUM;0;N100QR;0
78799;JACAREPAGUÁ;CABO FRIO;APROXIMAÇÃO FINAL;NENHUM;0;PRCHE;14
78800;SÍTIO FLYER;SÍTIO FLYER;OUTRA FASE;DESTRUÍDA;1;PUGAT;2
78810;JORGE NEWBERY AIRFIELD;GOVERNADOR ANDRÉ FRANCO MONTORO;TÁXI;NENHUM;0;LVGVB;0
78811;FAZENDA BELLUNO;ARIOSTO DA RIVA;DECOLAGEM;LEVE;0;PRKAM;6
78812;OLAVO CECCO RIGON;BARTOLOMEU LISANDRO;SUBIDA;DESTRUÍDA;1;PUPRI;2
78813;FORA DE AERODROMO;VILA RICA;ARREMETIDA NO AR;SUBSTANCIAL;0;PTRZN;4
78814;BARTOLOMEU LISANDRO;JACAREPAGUÁ;DESCIDA;NENHUM;0;PRCHS;22
78816;FAZENDA TERRA DO SOL;MARECHAL RONDON;POUSO;LEVE;0;PTJLH;6
78817;ABA;FAZENDA GESSO INTEGRAL;POUSO;LEVE;0;PRLFF;4
78818;COSTA ESMERALDA;COSTA ESMERALDA;CRUZEIRO;SUBSTANCIAL;1;PUMLG;2
78819;TERUEL IPANEMA ESTÂNCIA;CAMPO GRANDE;POUSO;LEVE;0;PTVMF;7
78820;GOVERNADOR ANDRÉ FRANCO MONTORO;AERODRÓMO ESTADUAL DE CAMPINAS / AMARAIS;ESTACIONAMENTO;LEVE;0;PRPPG;NULL
78821;AEROPUERTO INTERNACIONAL EL DORADO;ANTONIO CARLOS JOBIM / GALEÃO;ESTACIONAMENTO;NENHUM;0;N975AV;NULL
78822;GUARARAPES - GILBERTO FREYRE;GOVERNADOR ANDRÉ FRANCO MONTORO;SUBIDA;NENHUM;0;PRSDM;0
78823;FAZENDA VISA ESTÂNCIA;***;POUSO;LEVE;0;PTOKI;4
78824;CURVELO;EURICO DE AGUIAR SALLES;CRUZEIRO;LEVE;0;PTFLO;6
78826;GOVERNADOR ANDRÉ FRANCO MONTORO;PRESIDENTE PRUDENTE;TÁXI;LEVE;0;PTWGF;10
78828;SANTA MARIA;JEQUIÉ;POUSO;NENHUM;0;PTRSP;7
78830;***;REDENÇÃO;***;***;0;PUPPY;2
78831;MAESTRO WILSON FONSECA;ITAITUBA;CRUZEIRO;SUBSTANCIAL;0;PRLUK;NULL
78832;Comandante Rolim Adolfo Amaro;BARRA GRANDE;POUSO;DESTRUÍDA;5;PTLTJ;11
78833;GUANHÃES;CAMPO DE MARTE;POUSO;SUBSTANCIAL;0;PRSLO;7
78834;FLY VILLE;***;APROXIMAÇÃO FINAL;SUBSTANCIAL;5;PTJQZ;6
78835;ATLAS BRASIL CANTANHEDE;FLORES;POUSO;SUBSTANCIAL;0;ZPX071;0
78836;DOUTOR RAMALHO FRANCO;FRANK MILOYE MILENKOVICH;CRUZEIRO;SUBSTANCIAL;0;PTNUY;4
78837;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;DESTRUÍDA;1;PTGRG;1
78838;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;SUBSTANCIAL;0;PTWUJ;1
78839;FORA DE AERODROMO;GUARARAPES;POUSO;LEVE;0;PTUGJ;1
78855;CARLOS PRATES;CARLOS PRATES;OUTRA FASE;LEVE;0;PPNET;2
78856;VIRACOPOS;NELSON RODRIGUES GUIMARÃES;CRUZEIRO;LEVE;0;PRAUA;125
78857;SALGADO FILHO;MINISTRO VICTOR KONDER;DECOLAGEM;LEVE;0;PRAKC;77
78858;BARTOLOMEU LISANDRO;***;CRUZEIRO;LEVE;0;PRBGX;0
78859;CONDOMÍNIO LARANJEIRAS;HBR;CRUZEIRO;LEVE;0;PRBIA;8
78860;MARECHAL RONDON;AEROCAMPO;TÁXI;LEVE;0;PTWTU;8
78861;JEOVÁ GOMES;CATULEVE;POUSO;NENHUM;0;PUIMO;2
78862;CONDOMÍNIO LARANJEIRAS;CONGONHAS;APROXIMAÇÃO FINAL;NENHUM;0;PRAHV;8
78863;***;SÃO TOMÉ;CRUZEIRO;NENHUM;0;PROHO;0
78864;PRESIDENTE JUSCELINO KUBITSCHEK;PLÁCIDO DE CASTRO;CRUZEIRO;NENHUM;0;PRVBU;147
78865;PRESIDENTE JUSCELINO KUBITSCHEK;DEPUTADO LUÍS EDUARDO MAGALHÃES;DECOLAGEM;NENHUM;0;PRVBQ;147
78866;DEPUTADO LUÍS EDUARDO MAGALHÃES;ANTONIO CARLOS JOBIM / GALEÃO;POUSO;LEVE;0;PRGUI;187
78867;***;***;***;NENHUM;0;PTJSN;6
78868;DIAMANTINA;EURICO DE AGUIAR SALLES;APROXIMAÇÃO FINAL;NENHUM;0;PRJVB;6
78869;DEPUTADO LUÍS EDUARDO MAGALHÃES;GOVERNADOR ANDRÉ FRANCO MONTORO;SUBIDA;NENHUM;0;PRXBA;183
78870;***;***;CRUZEIRO;LEVE;0;PRFRO;6
78872;GUARARAPES - GILBERTO FREYRE;PRESIDENTE JUSCELINO KUBITSCHEK;CRUZEIRO;NENHUM;0;PRMHR;184
78873;PROFESSOR URBANO ERNESTO STUMPF;PROFESSOR URBANO ERNESTO STUMPF;TÁXI;LEVE;0;PTFTO;4
78874;ANTONIO CARLOS JOBIM / GALEÃO;VIRACOPOS;DECOLAGEM;LEVE;0;PRAYY;125
78875;VIRACOPOS;LAURO KURTZ;APROXIMAÇÃO FINAL;NENHUM;0;PRAUA;125
78876;PINTO MARTINS;GOVERNADOR ANDRÉ FRANCO MONTORO;CRUZEIRO;NENHUM;0;PRYRF;183
78877;BANAER DE JACUPIRANGA;BANAER DE JACUPIRANGA;MANOBRA;LEVE;0;PTUUW;1
78878;***;***;CRUZEIRO;NENHUM;0;PROHH;21
78879;BACACHERI;ADALBERTO MENDES DA SILVA;TÁXI;LEVE;0;PRTIN;8
78880;GUARARAPES - GILBERTO FREYRE;PRESIDENTE CASTRO PINTO;TÁXI;NENHUM;0;PRSBA;6
78881;***;***;TÁXI;LEVE;0;PTUOA;1
78882;***;***;CRUZEIRO;LEVE;0;PTUUY;1
78883;CONGONHAS;DEPUTADO LUÍS EDUARDO MAGALHÃES;CRUZEIRO;NENHUM;0;PRMBX;184
78884;FAZENDA SÃO PAULO DOS PALMARES;HELICIDADE;CRUZEIRO;NENHUM;0;PPBEB;8
78885;VIRACOPOS;SÍLVIO NAME JÚNIOR;DECOLAGEM;NENHUM;0;PRTKM;73
78886;MARECHAL RONDON;Comandante Rolim Adolfo Amaro;POUSO;LEVE;0;PRTRM;6
78887;GUARARAPES - GILBERTO FREYRE;FERNANDO DE NORONHA;DECOLAGEM;NENHUM;0;PRAYJ;125
78888;HERCÍLIO LUZ;HERCÍLIO LUZ;POUSO;LEVE;0;PRFLM;6
78889;LEITE LOPES;LAVRAS;CRUZEIRO;NENHUM;0;PRRQL;2
78890;ASSOCIAÇÃO TOCANTINENSE DE AVIAÇÃO;***;CRUZEIRO;NENHUM;0;PRWFM;8
78891;MINISTRO VICTOR KONDER;VIRACOPOS;CRUZEIRO;NENHUM;0;PRAXP;125
78892;TANCREDO NEVES;BARREIRAS;CRUZEIRO;NENHUM;0;PRAQO;75
78893;GOVERNADOR ANDRÉ FRANCO MONTORO;MARECHAL RONDON;POUSO;LEVE;0;PRGUA;193
78894;SALGADO FILHO;CANELA;POUSO;NENHUM;0;PRTED;6
78895;PRESIDENTE JUSCELINO KUBITSCHEK;CONGONHAS;APROXIMAÇÃO FINAL;LEVE;0;PPOGX;8
78896;HERCÍLIO LUZ;COSTA ESMERALDA;POUSO;LEVE;0;PPIMA;6
78897;CAMPO GRANDE;VIRACOPOS;DECOLAGEM;NENHUM;0;PRAXB;125
78898;GASTÃO MADEIRA;SANTOS DUMONT;DECOLAGEM;LEVE;0;PUJMT;2
78899;DEPUTADO LUÍS EDUARDO MAGALHÃES;TANCREDO NEVES;CRUZEIRO;NENHUM;0;PTXPA;NULL
78900;Comandante Rolim Adolfo Amaro;Comandante Rolim Adolfo Amaro;CRUZEIRO;LEVE;0;PROGE;2
78901;FRANCISCO DE ASSIS;CAMPO DE MARTE;POUSO;LEVE;0;PTVTE;7
78902;LUÍS EDUARDO MAGALHÃES;PREFEITO RENATO MOREIRA;POUSO;NENHUM;0;PTEZW;7
78903;VIRACOPOS;EDUARDO GOMES;CRUZEIRO;NENHUM;0;PRYRF;183
78904;MARECHAL RONDON;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;POUSO;LEVE;0;PTLMU;6
78905;ITAPESSOCA;ALBERTO ALCOLUMBRE;POUSO;NENHUM;0;PTVAZ;6
78906;***;***;DECOLAGEM;NENHUM;0;PUCGP;2
78907;HERCÍLIO LUZ;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;NENHUM;0;PTTMI;153
78908;DEPUTADO LUÍS EDUARDO MAGALHÃES;CONGONHAS;CRUZEIRO;NENHUM;0;PRGTM;187
78909;RESENDE;JACAREPAGUÁ;CRUZEIRO;LEVE;0;PPCLS;6
78910;VIRACOPOS;SANTOS DUMONT;CRUZEIRO;NENHUM;0;PRAYE;125
78911;TANCREDO NEVES;EURICO DE AGUIAR SALLES;CRUZEIRO;NENHUM;0;PRAZB;114
78912;FAZENDA VALE ELDORADO - DR JOSÉ DE AGUIAR LEME;FAZENDA VALE ELDORADO - DR JOSÉ DE AGUIAR LEME;POUSO;LEVE;0;PTDOS;6
78913;GUARARAPES - GILBERTO FREYRE;AUGUSTO SEVERO;CRUZEIRO;NENHUM;0;PRAQH;75
78914;GARIBALDI;***;***;LEVE;0;PUXXX20;0
78915;PRESIDENTE JUSCELINO KUBITSCHEK;SALGADO FILHO;ESTACIONAMENTO;NENHUM;0;PTMXG;232
78916;***;***;DECOLAGEM;NENHUM;0;PRPMD;6
78917;VIRACOPOS;TRES LAGOAS;CRUZEIRO;NENHUM;0;PRTKJ;73
78918;VIRACOPOS;PREFEITO DOUTOR JOÃO SILVA FILHO;CRUZEIRO;NENHUM;0;PRAQO;75
78919;CAMPO GRANDE;MARECHAL RONDON;TÁXI;LEVE;0;PRAXS;125
78920;ROMEU ZEMA;CARLOS PRATES;TÁXI;LEVE;0;PRZVT;0
78921;ORLANDO BEZERRA DE MENEZES;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;LEVE;0;PRGUB;193
78922;PRESIDENTE JUSCELINO KUBITSCHEK;ANTONIO CARLOS JOBIM / GALEÃO;CRUZEIRO;NENHUM;0;PRMAQ;154
78923;CANUTAMA;FLORES;TÁXI;LEVE;0;PTEYC;7
78924;ANTONIO CARLOS JOBIM / GALEÃO;VIRACOPOS;CRUZEIRO;NENHUM;0;PRAXN;125
78925;VAL DE CANS / JÚLIO CEZAR RIBEIRO;ALTAMIRA;CRUZEIRO;LEVE;0;PRMPW;NULL
78926;MARECHAL RONDON;***;POUSO;LEVE;0;PRAYK;125
78927;PRESIDENTE JUSCELINO KUBITSCHEK;SENADOR PETRÔNIO PORTELLA;CRUZEIRO;NENHUM;0;PTMZL;184
78928;JACAREPAGUÁ;FORA DE AERODROMO;DECOLAGEM;NENHUM;0;PRCGH;21
78929;MARECHAL RONDON;FAZENDA FELICIDADE;TÁXI;LEVE;0;PTREQ;6
78930;BAURU;CAMPO DE MARTE;POUSO;NENHUM;0;PRSSP;6
78932;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;MANOBRA;LEVE;0;PRBOA;6
78933;***;***;CRUZEIRO;LEVE;0;PUITG;0
78934;CAMPO DE MARTE;CAMPO DE MARTE;TÁXI;NENHUM;0;PTIZO;2
78935;SUBESTAÇÃO SÃO ROQUE;SUBESTAÇÃO SÃO ROQUE;MANOBRA;LEVE;0;PRHLU;0
78936;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;DOURADOS;POUSO;NENHUM;0;PTASX;9
78937;ESTÂNCIA SANTA MARIA;FAZENDA CAMPO ALEGRE;POUSO;LEVE;0;PTAFG;0
78938;SOROCABA;SANTOS DUMONT;DESCIDA;NENHUM;0;PPOPC;12
78939;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;TÁXI;NENHUM;0;PRUDI;2
78940;CRUZEIRO DO SUL;PORTO WALTER;TÁXI;LEVE;0;PTVCY;7
78941;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;LEVE;0;PPOBM;6
78942;CONGONHAS;SANTOS DUMONT;CRUZEIRO;NENHUM;0;PRMYM;154
78943;AEROCLUBE DE ELDORADO DO SUL;AEROCLUBE DE ELDORADO DO SUL;APROXIMAÇÃO FINAL;NENHUM;0;PTOCO;4
78944;BACACHERI;CAMPO DE MARTE;DECOLAGEM;LEVE;0;PRDSA;6
78945;SANTA ROSA DO PURUS;MANUEL URBANO;POUSO;LEVE;0;PTEVN;6
78946;Francisco Beltrão;EL DORADO;POUSO;NENHUM;0;PRAHZ;2
78947;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;LEVE;0;PPCPB;6
78948;CRUZEIRO DO SUL;MARECHAL THAUMATURGO;TÁXI;LEVE;0;PTVMU;7
78949;FAZENDA ACARAJÁ;ENTRE RIOS;POUSO;NENHUM;0;PRZEZ;4
78950;SÍLVIO NAME JÚNIOR;VIRACOPOS;CRUZEIRO;NENHUM;0;PRAQK;75
78951;VIRACOPOS;SÍLVIO NAME JÚNIOR;CRUZEIRO;NENHUM;0;PRTKJ;73
78952;ESTADUAL DARIO GUARITA;VIRACOPOS;CRUZEIRO;NENHUM;0;PRATW;75
78953;ESTADUAL ARTHUR SIQUEIRA;ESTADUAL ARTHUR SIQUEIRA;POUSO;LEVE;0;PREAI;0
78954;MARECHAL RONDON;PROFESSOR ERIBERTO MANOEL REINO;CRUZEIRO;NENHUM;0;PRAQN;75
78955;TANCREDO NEVES;EURICO DE AGUIAR SALLES;CRUZEIRO;NENHUM;0;PRAXC;125
78956;BACACHERI;BACACHERI;POUSO;LEVE;0;PTEQV;6
78957;MARECHAL RONDON;***;TÁXI;NENHUM;0;PRAXN;125
78958;SALGADO FILHO;MINISTRO VICTOR KONDER;CRUZEIRO;NENHUM;0;PRAKA;0
78959;JACAREPAGUÁ;FORA DE AERODROMO;TÁXI;NENHUM;0;PRCGH;21
78960;GUARARAPES - GILBERTO FREYRE;ORLANDO BEZERRA DE MENEZES;CRUZEIRO;NENHUM;0;PRATV;75
78961;***;***;DECOLAGEM;LEVE;0;PTVEN;6
78962;SANTA GENOVEVA/GOIÂNIA;BRIGADEIRO LYSIAS RODRIGUES;CRUZEIRO;NENHUM;0;PRAZA;112
78963;SÍLVIO NAME JÚNIOR;BACACHERI;CRUZEIRO;NENHUM;0;PPCRR;0
78964;PISTA DE POUSO  NÃO HOMOLOGADA;VIDE BULA;CRUZEIRO;NENHUM;0;PTYAP;5
78965;GOVERNADOR ANDRÉ FRANCO MONTORO;HERCÍLIO LUZ;CRUZEIRO;NENHUM;0;PTMXC;232
78966;BACACHERI;BACACHERI;POUSO;NENHUM;0;PPGNT;2
78967;***;***;CRUZEIRO;NENHUM;0;PTZRT;2
78968;***;***;POUSO;LEVE;0;PPMNB;0
78969;VIRACOPOS;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;DECOLAGEM;NENHUM;0;PRTKK;73
78970;AFONSO PENA;SALGADO FILHO;DECOLAGEM;NENHUM;0;PRAZC;112
78971;GOVERNADOR ANDRÉ FRANCO MONTORO;SALGADO FILHO;***;NENHUM;0;PRAKA;0
78972;GUARARAPES - GILBERTO FREYRE;VIRACOPOS;***;LEVE;0;PRYRQ;170
78973;GOVERNADOR JOSÉ RICHA;VIRACOPOS;CRUZEIRO;NENHUM;0;PRTKJ;73
78974;SALGADO FILHO;BACACHERI;CRUZEIRO;LEVE;0;PPJVF;8
78975;SANTA GENOVEVA/GOIÂNIA;VIRACOPOS;CRUZEIRO;NENHUM;0;PRYRV;160
78976;SANTOS DUMONT;CONGONHAS;CRUZEIRO;NENHUM;0;PRAXG;125
78977;MÁRIO PEREIRA LOPES;JORGE CHÁVEZ INTERNATIONAL AIRPORT;DECOLAGEM;NENHUM;0;CCBHB;183
78978;SANTOS DUMONT;CONGONHAS;CRUZEIRO;NENHUM;0;PRAXC;125
78979;VIRACOPOS;***;DECOLAGEM;NENHUM;0;PRAZC;112
78980;***;***;DECOLAGEM;LEVE;0;PPGRR;2
78981;***;***;POUSO;LEVE;0;PUAOL;2
78982;VIRACOPOS;SANTOS DUMONT;CRUZEIRO;NENHUM;0;PRAUN;125
78983;EMBRAER - UNIDADE GAVIÃO PEIXOTO;PROFESSOR URBANO ERNESTO STUMPF;DECOLAGEM;NENHUM;0;PRAUJ;125
78984;***;***;POUSO;LEVE;0;PRGPG;6
78985;***;***;DECOLAGEM;NENHUM;0;PRGUZ;199
78986;***;***;DECOLAGEM;LEVE;0;PRGXD;199
78987;***;***;DECOLAGEM;NENHUM;0;PRDER;4
78988;***;***;POUSO;NENHUM;0;PTOCD;6
78989;***;***;CRUZEIRO;NENHUM;0;PRAXX;125
78990;***;***;POUSO;LEVE;0;PTWXN;1
78991;***;***;POUSO;LEVE;0;PTNJO;4
78992;***;***;CRUZEIRO;NENHUM;0;PRGGP;197
78993;***;***;POUSO;LEVE;0;PPHSU;2
78994;***;***;POUSO;LEVE;0;PUCCF;2
78995;***;***;TÁXI;LEVE;0;PTFLK;0
78996;***;***;APROXIMAÇÃO FINAL;NENHUM;0;PRAQI;75
78997;***;***;DECOLAGEM;NENHUM;0;PTKIW;7
78998;***;***;DECOLAGEM;LEVE;0;PPCVJ;6
78999;***;***;ESTACIONAMENTO;NENHUM;0;PTYRC;5
79000;***;***;CRUZEIRO;NENHUM;0;PRATD;1
79001;FORA DE AERODROMO;BLUMENAU;DECOLAGEM;LEVE;0;PRBNU;6
79002;***;***;DECOLAGEM;NENHUM;0;PRAKA;0
79003;***;***;DECOLAGEM;LEVE;0;PPGXN;2
79004;FORA DE AERODROMO;***;POUSO;LEVE;0;PTGAI;1
79005;***;***;CRUZEIRO;LEVE;0;PPCPN;11
79006;***;***;DECOLAGEM;NENHUM;0;PRPDN;0
79007;CONGONHAS;CANELA;CRUZEIRO;NENHUM;0;PRCAN;8
79008;***;***;DECOLAGEM;NENHUM;0;PRFKJ;NULL
79009;***;***;CRUZEIRO;NENHUM;0;PTXPI;NULL
79010;***;***;***;NENHUM;0;PRAUI;0
79011;VIRACOPOS;AEROPORTO HUMBERTO DELGADO;CRUZEIRO;NENHUM;0;PRAIW;284
79012;PICOS;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;ESTACIONAMENTO;LEVE;0;PRPIL;10
79013;***;***;DECOLAGEM;LEVE;0;PPJAT;6
79014;***;***;DECOLAGEM;NENHUM;0;PRAUI;0
79015;***;***;POUSO;LEVE;0;PTVHV;4
79016;***;***;POUSO;LEVE;0;PRFTE;2
79017;BARTOLOMEU LISANDRO;***;CRUZEIRO;NENHUM;0;PRBGX;0
79018;VIRACOPOS;SÍLVIO NAME JÚNIOR;DECOLAGEM;NENHUM;0;PRATV;75
79019;SANTA GENOVEVA/GOIÂNIA;BRIGADEIRO LYSIAS RODRIGUES;POUSO;NENHUM;0;PTRQI;7
79020;FORA DE AERODROMO;SALGADO FILHO;CRUZEIRO;NENHUM;0;PRGCI;5
79021;GOVERNADOR JOSÉ RICHA;GOVERNADOR JOSÉ RICHA;TÁXI;LEVE;0;PTDIS;6
79022;ANTONIO CARLOS JOBIM / GALEÃO;AEROPORTO INTERNACIONAL DE SANTIAGO;DECOLAGEM;NENHUM;0;CCAZL;166
79023;GUARARAPES - GILBERTO FREYRE;PINTO MARTINS;CRUZEIRO;NENHUM;0;PRAYK;125
79024;QUIXADÁ;QUIXADÁ;MANOBRA;LEVE;0;PPENM;6
79025;***;***;DECOLAGEM;LEVE;0;PTUSQ;1
79026;LEITE LOPES;SANTOS DUMONT;POUSO;NENHUM;0;PRPRA;8
79027;14 BIS;14 BIS;CRUZEIRO;NENHUM;0;PTETB;6
79028;BACACHERI;BACACHERI;POUSO;LEVE;0;PRFLM;6
79029;HERCÍLIO LUZ;HERCÍLIO LUZ;TÁXI;NENHUM;0;PRFLN;2
79030;***;***;POUSO;LEVE;0;PUCDF;2
79032;Comandante Rolim Adolfo Amaro;CAMPO DE MARTE;CRUZEIRO;DESTRUÍDA;1;PPBSS;8
79033;OURILÂNDIA DO NORTE;FORA DE AERODROMO;POUSO;SUBSTANCIAL;0;PTNLJ;4
79034;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;SUBSTANCIAL;0;PTUXJ;1
79035;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;SUBSTANCIAL;0;PRTOS;4
79036;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;SUBSTANCIAL;0;PTGYR;1
79037;SANTA GENOVEVA/GOIÂNIA;PRESIDENTE JUSCELINO KUBITSCHEK;POUSO;LEVE;0;PRLEN;6
79038;SANTA GENOVEVA/GOIÂNIA;SANTA GENOVEVA/GOIÂNIA;POUSO;LEVE;0;PTRSO;7
79039;AERÓDROMO NACIONAL DE AVIAÇÃO;AERÓDROMO NACIONAL DE AVIAÇÃO;POUSO;LEVE;0;PTWEX;7
79042;BRIGADEIRO FÁBIO PEREIRA DA SILVEIRA;BRIGADEIRO FÁBIO PEREIRA DA SILVEIRA;MANOBRA;SUBSTANCIAL;0;PTUAA;1
79043;J.C. PERALTA;J.C. PERALTA;DECOLAGEM;SUBSTANCIAL;0;PPZCG;0
79044;DEPUTADO LUÍS EDUARDO MAGALHÃES;MANTECORP;DECOLAGEM;NENHUM;0;PTNPN;4
79045;USINA COLORADO;USINA COLORADO;MANOBRA;SUBSTANCIAL;0;PTANU;NULL
79048;IVAÍ AEROAGRÍCOLA;IVAÍ AEROAGRÍCOLA;MANOBRA;SUBSTANCIAL;0;PRAEC;1
79049;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;SUBSTANCIAL;0;PTUTS;1
79050;JOÃO FONSECA - AM;NOVO AERÓDROMO DE FEIJÓ;CRUZEIRO;***;0;PTJPA;4
79051;DEPUTADO LUÍS EDUARDO MAGALHÃES;***;DECOLAGEM;LEVE;0;PRTYH;182
79052;VIRACOPOS;CAMPO GRANDE;SUBIDA;NENHUM;0;PRAXY;125
79054;VIRACOPOS;PRESIDENTE PRUDENTE;SUBIDA;NENHUM;0;PRAQB;73
79055;AEROPORTO AGROER AVIAÇÃO;AEROPORTO AGROER AVIAÇÃO;DECOLAGEM;***;0;PTBHF;4
79056;VIRACOPOS;GUARARAPES - GILBERTO FREYRE;CRUZEIRO;NENHUM;0;PRYRJ;NULL
79057;***;***;POUSO;SUBSTANCIAL;0;PUDAL;2
79059;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;SUBSTANCIAL;0;PUXXX19;0
79060;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;SUBSTANCIAL;0;PPSCS;1
79061;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;SUBSTANCIAL;0;PUFDN;2
79062;ANÁPOLIS;***;CORRIDA APÓS POUSO;SUBSTANCIAL;0;PRIAN;6
79063;AEROCLUBE DE NOVA IGUAÇU;AEROCLUBE DE NOVA IGUAÇU;INDETERMINADA;NENHUM;0;PUAFQ;2
79064;GENERAL LEITE DE CASTRO;SANTA GENOVEVA/GOIÂNIA;POUSO;NENHUM;0;PTFTZ;8
79066;FORA DE AERODROMO;NELSON RODRIGUES GUIMARÃES;CRUZEIRO;NENHUM;0;PPSEK;4
79066;SANTA GENOVEVA/GOIÂNIA;FAZENDA CONFORTO;CRUZEIRO;NENHUM;0;PRFCX;6
79067;SANTA GENOVEVA/GOIÂNIA;LEITE LOPES;POUSO;NENHUM;0;PPPTQ;73
79067;LEITE LOPES;SÍTIO SANTA CHIARA;DECOLAGEM;NENHUM;0;PRNIA;6
79068;EDUARDO GOMES;GUARARAPES - GILBERTO FREYRE;CRUZEIRO;NENHUM;0;PRYRQ;170
79070;MARECHAL CUNHA MACHADO;VIRACOPOS;CRUZEIRO;NENHUM;0;PRYRI;183
79071;CONGONHAS;PRESIDENTE JUSCELINO KUBITSCHEK;CRUZEIRO;NENHUM;0;PRMYZ;184
79072;CATARATAS;SALGADO FILHO;CRUZEIRO;NENHUM;0;PRAXH;125
79073;SALGADO FILHO;SANTA MARIA;CRUZEIRO;NENHUM;0;PRAKD;75
79074;TANCREDO NEVES;AEROPORTO DE IPATINGA - MG;CRUZEIRO;NENHUM;0;PRAQT;70
79075;VIRACOPOS;GOVERNADOR JOSÉ RICHA;CRUZEIRO;NENHUM;0;PRATW;75
79076;TEFÉ;CARAUARI;CORRIDA APÓS POUSO;NENHUM;0;PRATA;10
79077;GOVERNADOR ANDRÉ FRANCO MONTORO;***;CRUZEIRO;NENHUM;0;PTMSY;235
79078;CONGONHAS;SANTOS DUMONT;APROXIMAÇÃO FINAL;NENHUM;0;PRAXF;125
79079;GOVERNADOR ANDRÉ FRANCO MONTORO;CONGONHAS;CRUZEIRO;NENHUM;0;PRMBG;182
79080;CARLOS PRATES;CARLOS PRATES;CRUZEIRO;LEVE;0;PRAME;5
79081;CAMPO DE MARTE;GOVERNADOR JOSÉ RICHA;POUSO;LEVE;0;PRFJV;6
79082;TANCREDO NEVES;VAL DE CANS / JÚLIO CEZAR RIBEIRO;CRUZEIRO;NENHUM;0;PRAJE;NULL
79083;GUARARAPES - GILBERTO FREYRE;GOVERNADOR ALUÍZIO ALVES;CRUZEIRO;NENHUM;0;PRAQP;75
79085;SANTOS DUMONT;ADALBERTO MENDES DA SILVA;CRUZEIRO;LEVE;0;PRAZH;113
79086;CONGONHAS;GOVERNADOR ANDRÉ FRANCO MONTORO;TÁXI;NENHUM;0;PPADZ;20
79087;GOVERNADOR ANDRÉ FRANCO MONTORO;SENADOR PETRÔNIO PORTELLA;DECOLAGEM;LEVE;0;PRMYK;184
79088;VITÓRIA DA CONQUISTA;EURICO DE AGUIAR SALLES;POUSO;LEVE;0;PRIAV;7
79089;***;***;APROXIMAÇÃO FINAL;NENHUM;0;ARG1732;0
